# Michele Resta Lavinia Salicchi
# nickname of the team (max 8-10 char) for the results page on the web
# name of the  data set (ML-CUP17) - ML 2017 CUP v1
# date

1,-0.214007,1.101217
2,-0.305682,-1.432201
3,-1.314102,-1.375903
4,1.436135,0.538235
5,1.161111,0.650831
6,-0.580706,1.776795
7,1.344460,0.144148
8,-0.397357,-0.362536
9,-0.672380,-0.475132
10,0.886087,0.594533
11,-0.030658,-1.150710
12,-0.030658,-1.150710
13,-0.122333,1.382708
14,0.244365,-0.587729
15,1.619484,0.650831
16,-0.489031,-1.207009
17,2.352881,0.538235
18,-1.130753,-0.700325
19,1.161111,0.707129
20,1.986182,0.087849
21,-0.672380,-1.094412
22,0.427715,1.044918
23,-0.305682,-1.038114
24,-0.122333,1.270111
25,0.061016,0.932322
26,1.252786,0.425639
27,-0.122333,-1.094412
28,2.169532,0.481937
29,2.077857,-0.249940
30,1.436135,0.763428
31,0.886087,0.763428
32,1.069437,0.876024
33,-0.672380,-1.375903
34,1.344460,0.707129
35,0.886087,0.538235
36,-0.947404,-1.263307
37,-0.122333,-1.094412
38,-2.322523,-1.432201
39,-0.397357,-0.981816
40,-0.672380,-1.038114
41,1.986182,0.256744
42,1.619484,0.481937
43,0.244365,1.213813
44,0.886087,0.200446
45,0.336040,0.031551
46,0.702738,0.876024
47,-0.672380,-0.925518
48,0.061016,0.425639
49,-0.030658,1.382708
50,-0.305682,-0.812921
51,2.077857,0.819726
52,-0.397357,-0.756623
53,-0.397357,-0.981816
54,1.069437,0.481937
55,-0.397357,-1.375903
56,0.702738,-0.700325
57,-0.855729,1.270111
58,-0.214007,0.425639
59,-1.039079,-1.038114
60,0.977762,-0.362536
61,-0.030658,1.157515
62,-0.305682,-0.249940
63,-0.397357,-1.094412
64,1.161111,0.200446
65,-0.397357,-0.812921
66,0.977762,0.481937
67,1.527809,0.876024
68,-0.122333,1.382708
69,-0.855729,-1.038114
70,0.244365,-0.024747
71,-0.214007,-0.756623
72,-0.397357,-0.475132
73,-0.122333,-0.869219
74,-1.772475,-1.375903
75,0.977762,-0.081045
76,-0.855729,-0.869219
77,1.711159,0.425639
78,0.152691,1.101217
79,-1.864150,-0.869219
80,1.069437,0.594533
81,-0.580706,1.833093
82,-1.130753,-0.812921
83,0.152691,1.382708
84,0.061016,1.551602
85,-0.122333,1.270111
86,-0.030658,1.101217
87,-0.030658,-1.094412
88,0.152691,-1.094412
89,1.527809,-0.024747
90,0.794413,-0.587729
91,0.794413,0.707129
92,2.169532,-0.137343
93,-0.489031,-0.700325
94,-1.222428,-1.319605
95,0.519389,-0.137343
96,-0.030658,-0.925518
97,-1.405777,-1.207009
98,-1.314102,-0.981816
99,-0.580706,0.707129
100,-1.864150,1.213813
101,-1.314102,-1.544798
102,0.061016,-0.644027
103,-0.305682,-1.038114
104,-1.497451,-1.319605
105,-0.855729,-0.925518
106,-0.305682,1.607900
107,-0.397357,-1.094412
108,1.527809,-0.024747
109,0.061016,-0.812921
110,-0.305682,-0.812921
111,1.802833,0.087849
112,-2.597546,-1.263307
113,-1.955824,-0.869219
114,-0.672380,0.481937
115,-1.130753,-0.700325
116,-1.222428,-0.756623
117,-0.489031,-1.038114
118,-0.672380,-1.150710
119,-0.947404,1.326409
120,1.069437,0.650831
121,-0.030658,0.538235
122,-0.672380,-0.925518
123,-0.030658,1.213813
124,-0.855729,1.382708
125,-0.489031,1.833093
126,-2.230848,-1.207009
127,1.619484,0.650831
128,-2.047499,1.213813
129,-0.580706,-0.587729
130,-0.305682,1.607900
131,-0.305682,0.876024
132,-2.047499,-1.319605
133,-1.039079,-0.869219
134,0.886087,0.200446
135,-0.305682,1.439006
136,-1.772475,-1.038114
137,0.061016,-0.587729
138,-0.305682,-1.319605
139,2.077857,0.876024
140,0.336040,1.157515
141,-0.489031,-1.038114
142,0.244365,-0.700325
143,2.261206,0.707129
144,-0.122333,1.382708
145,0.152691,-0.812921
146,-0.855729,-0.925518
147,-0.030658,1.044918
148,-0.030658,1.157515
149,-0.030658,1.551602
150,-0.305682,-1.038114
151,2.077857,0.200446
152,-0.030658,0.819726
153,0.244365,-0.475132
154,-0.122333,-0.925518
155,0.427715,0.425639
156,-0.305682,0.707129
157,-0.305682,1.270111
158,2.169532,0.313042
159,1.436135,0.707129
160,-0.305682,1.326409
161,-0.214007,-1.038114
162,-0.672380,-0.812921
163,-1.680801,-1.094412
164,-1.039079,-1.544798
165,-0.855729,-1.207009
166,-0.764055,1.833093
167,-0.947404,-0.812921
168,-0.305682,1.833093
169,-1.039079,-1.094412
170,0.152691,1.439006
171,1.344460,0.650831
172,0.519389,-0.306238
173,0.244365,1.270111
174,-0.855729,-1.375903
175,-1.130753,-0.812921
176,0.977762,0.087849
177,1.436135,0.538235
178,-0.764055,-1.038114
179,0.519389,-0.587729
180,-0.122333,1.101217
181,-1.039079,-1.263307
182,0.152691,-0.812921
183,-0.672380,-1.544798
184,-0.489031,1.044918
185,-0.855729,-1.319605
186,-0.305682,-0.925518
187,2.169532,0.313042
188,-0.030658,1.439006
189,-0.672380,-1.432201
190,1.619484,0.707129
191,-0.397357,1.157515
192,0.061016,-0.756623
193,-0.489031,1.326409
194,-1.222428,-1.150710
195,-0.672380,-0.531430
196,1.802833,0.594533
197,-1.222428,-1.207009
198,0.336040,0.707129
199,-0.305682,0.594533
200,-0.489031,-1.038114
201,0.061016,-0.812921
202,-0.305682,-0.981816
203,-0.122333,1.270111
204,-0.580706,-0.700325
205,2.261206,0.707129
206,-0.305682,1.044918
207,-0.030658,1.270111
208,-0.489031,-0.981816
209,-0.030658,1.495304
210,-0.947404,-1.263307
211,-0.764055,-1.094412
212,0.336040,-0.024747
213,0.061016,1.270111
214,-0.672380,-0.981816
215,2.169532,0.538235
216,-0.214007,0.650831
217,0.977762,-0.587729
218,0.061016,1.270111
219,-0.214007,-0.700325
220,0.427715,0.087849
221,-1.589126,-1.375903
222,-0.489031,-1.038114
223,0.886087,0.256744
224,-0.214007,0.988620
225,0.061016,-1.094412
226,-0.122333,-1.319605
227,0.244365,0.481937
228,-0.030658,-1.544798
229,0.061016,1.607900
230,0.061016,-1.094412
231,-0.580706,-0.531430
232,0.886087,0.369340
233,-0.214007,-1.375903
234,-0.122333,-0.869219
235,1.619484,0.313042
236,-0.397357,1.270111
237,-0.580706,0.087849
238,-0.122333,1.551602
239,-0.855729,-0.531430
240,2.077857,0.538235
241,1.619484,0.200446
242,-1.222428,1.157515
243,1.069437,-0.249940
244,0.427715,-0.587729
245,-0.030658,-0.475132
246,1.436135,0.819726
247,2.077857,0.313042
248,1.344460,0.481937
249,-1.222428,-0.869219
250,2.352881,0.594533
251,-0.489031,1.270111
252,1.069437,0.087849
253,-1.222428,-1.207009
254,-1.130753,-1.432201
255,-0.947404,-0.981816
256,0.061016,-1.150710
257,-0.672380,-0.249940
258,-1.222428,-1.544798
259,0.061016,-0.362536
260,0.061016,1.326409
261,1.161111,0.313042
262,0.152691,-0.362536
263,-0.397357,1.326409
264,-0.030658,1.157515
265,1.436135,0.538235
266,0.977762,0.819726
267,0.061016,-1.038114
268,-0.305682,1.044918
269,-0.855729,-0.925518
270,-2.414197,-1.094412
271,1.711159,0.707129
272,-0.489031,-1.150710
273,0.977762,0.538235
274,-0.214007,1.157515
275,-0.305682,1.607900
276,-0.030658,-0.925518
277,-0.855729,-1.150710
278,0.427715,0.200446
279,-0.580706,0.594533
280,0.061016,1.382708
281,1.161111,-0.756623
282,-0.672380,1.270111
283,0.886087,1.044918
284,-1.314102,0.876024
285,-0.030658,0.763428
286,-0.030658,1.157515
287,-1.864150,0.819726
288,1.619484,-0.249940
289,-0.305682,-1.488499
290,1.527809,0.932322
291,-0.030658,1.326409
292,-0.855729,-0.475132
293,-0.397357,0.763428
294,0.336040,-0.644027
295,0.061016,1.044918
296,-0.672380,-1.375903
297,-2.505872,1.607900
298,0.152691,-0.137343
299,1.069437,0.313042
300,-0.030658,1.833093
301,-0.030658,-0.756623
302,0.611064,0.932322
303,1.161111,0.819726
304,-2.689221,-0.981816
305,-0.764055,-0.700325
